loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-0100099,BW-0050099,CONVENTIONAL,2024-09-16,2054-09-16,268692,260332.69,17.499,360,N/A,REFINANCE_CASH_OUT,F,3-5 years,< $40k,CURRENT,0,Chase Home Lending,2026-01-03,2025-12-30,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100100,BW-0050100,CONVENTIONAL,2023-07-31,2038-07-31,242319,214048.45,4.836,180,IL,PURCHASE,A,6-9 years,$200k+,LATE_90,119,Rocket Mortgage Servicing,2025-10-03,2025-12-27,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100101,BW-0050101,FHA,2022-05-15,2037-05-15,395802,328075.88,11.315,180,NY,PURCHASE,E,< 1 year,$120k-$200k,CURRENT,0,Rocket Mortgage Servicing,2026-01-08,2025-12-24,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100102,BW-0050102,CONVENTIONAL,2023-03-03,2053-03-03,432433,403003.53,5.407,360,TX,PURCHASE,A,< 1 year,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-26,2026-01-19,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0100103,BW-0050103,FHA,2023-11-14,2038-11-14,330394,296987.5,5.899,180,CA,REFINANCE_RATE_TERM,A,10+ years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-20,2026-01-17,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100104,BW-0050104,CONVENTIONAL,2024-05-15,2021-08-01,282114,270045.79,10.002,360,IL,PURCHASE,D,3-5 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-10,2026-01-25,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100105,BW-0050105,JUMBO,2024-10-02,2054-10-02,1135168,164507.23,4.773,360,AK,REFINANCE_RATE_TERM,A,1-2 years,$200k+,PAID_OFF,0,Freedom Mortgage Corporation,2026-01-06,2025-12-25,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100106,BW-0050106,VA,2022-11-25,2037-11-25,250770,213711.77,12.343,180,SC,PURCHASE,E,< 1 year,$120k-$200k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-16,2025-12-25,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100107,BW-0050107,JUMBO,2021-10-06,2041-10-06,1045868,890295.14,6.006,240,IL,PURCHASE,B,10+ years,$75k-$120k,LATE_90,93,U.S. Bank Home Mortgage,2025-10-23,2026-01-22,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100108,BW-0050108,VA,2022-11-16,2037-11-16,581549,495608.98,8.716,180,CA,REFINANCE_CASH_OUT,D,< 1 year,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-02,2026-01-12,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100109,BW-0050109,FHA,2024-06-29,2044-06-29,193736,182999.8,7.998,240,VA,PURCHASE,C,< 1 year,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-13,2025-12-21,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100110,BW-0050110,VA,2024-03-11,2054-03-11,321401,307652.18,7.94,360,TX,REFINANCE_RATE_TERM,C,6-9 years,$120k-$200k,CURRENT,0,Freedom Mortgage Corporation,2026-01-09,2026-01-03,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100111,BW-0050111,JUMBO,2022-01-12,2052-01-12,1286986,1166867.31,6.033,360,MI,REFINANCE_RATE_TERM,B,6-9 years,$40k-$75k,LATE_60,66,Mr. Cooper Group,2025-11-24,2026-01-16,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0100112,BW-0050112,CONVENTIONAL,2022-03-23,2052-03-23,598459,544930.17,5.71,360,OH,REFINANCE_RATE_TERM,A,6-9 years,$75k-$120k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-20,2024-06-25,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100113,BW-0050113,VA,2022-11-10,2037-11-10,214182,182530.66,5.544,180,MD,PURCHASE,A,1-2 years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-21,2026-01-30,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0100114,BW-0050114,CONVENTIONAL,2024-01-31,2039-01-31,412082,373621.01,6.211,180,MO,PURCHASE,B,3-5 years,$120k-$200k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-02,2025-12-27,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100115,BW-0050130,CONVENTIONAL,2023-04-13,2038-04-13,293789,256086.08,6.979,180,PA,REFINANCE_RATE_TERM,B,1-2 years,$120k-$200k,LATE_30,36,Wells Fargo Home Mortgage,2025-12-16,2026-01-05,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100116,BW-0050116,CONVENTIONAL,2024-08-08,2054-08-08,261740,253088.04,5.865,360,AZ,PURCHASE,A,6-9 years,$200k+,CURRENT,0,PennyMac Financial Services,2026-01-23,2026-01-25,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0100117,BW-0050117,FHA,2023-05-02,2038-05-02,357886,311957.3,6.959,180,MI,PURCHASE,C,1-2 years,$40k-$75k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-12,2026-01-19,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0100118,BW-0050118,FHA,2021-10-08,2051-10-08,323496,291415.98,5.913,360,VA,PURCHASE,B,1-2 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-21,2024-04-08,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0100119,BW-0050119,CONVENTIONAL,2025-05-10,2055-05-10,614853,605288.62,11.527,360,IA,PURCHASE,E,< 1 year,$200k+,CURRENT,0,Freedom Mortgage Corporation,2025-12-31,2026-01-27,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100120,BW-0050120,CONVENTIONAL,2024-12-05,2054-12-05,622682,606941.98,7.211,360,OH,PURCHASE,C,10+ years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-18,2025-12-19,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100121,BW-0050121,JUMBO,2024-09-08,2039-09-08,1345573,1261848.46,5.879,180,OH,REFINANCE_RATE_TERM,B,3-5 years,$120k-$200k,LATE_30,57,Chase Home Lending,2025-11-28,2026-01-31,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100122,BW-0050122,CONVENTIONAL,2023-06-15,2053-06-15,289796,272327.74,5.106,360,MN,PURCHASE,A,3-5 years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-27,2025-12-22,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100123,BW-0050123,CONVENTIONAL,2021-12-31,2051-12-31,588334,532278.84,10.292,360,IL,REFINANCE_RATE_TERM,D,< 1 year,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-08,2025-12-26,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100124,BW-0050124,FHA,2023-02-05,2038-02-05,202903,175285.65,7.605,180,TX,PURCHASE,C,< 1 year,< $40k,CURRENT,0,PennyMac Financial Services,2026-01-03,2026-01-06,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100125,BW-0050125,CONVENTIONAL,2023-08-25,2038-08-25,633134,561730.55,5.905,180,AL,REFINANCE_RATE_TERM,B,1-2 years,$40k-$75k,CURRENT,0,Freedom Mortgage Corporation,2026-01-01,2025-12-18,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100126,BW-0050126,FHA,2025-01-31,2055-01-31,219644,214518.97,9.337,360,GA,REFINANCE_RATE_TERM,D,6-9 years,$40k-$75k,LATE_30,35,Chase Home Lending,2025-12-23,2026-01-17,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100127,BW-0050127,CONVENTIONAL,2024-05-13,2044-05-13,393647,370684.26,6.139,240,CO,REFINANCE_CASH_OUT,B,< 1 year,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-06,2026-01-26,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100128,BW-0050128,CONVENTIONAL,2023-11-30,2043-11-30,299135,276450.6,6.641,240,IL,REFINANCE_CASH_OUT,B,10+ years,$75k-$120k,LATE_30,59,Chase Home Lending,2025-11-24,2026-01-26,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0100129,BW-0050129,CONVENTIONAL,2023-03-18,2038-03-18,550685,477872.21,5.593,180,SD,PURCHASE,A,10+ years,$200k+,LATE_90,112,Mr. Cooper Group,2025-10-01,2026-01-16,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100130,BW-0050130,CONVENTIONAL,2025-06-09,2045-06-09,437873,428933.09,5.245,240,PA,REFINANCE_CASH_OUT,A,1-2 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-25,2026-01-07,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100131,BW-0050131,CONVENTIONAL,2025-06-25,2055-06-25,578492,570618.08,5.887,360,VA,PURCHASE,B,10+ years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-15,2026-01-09,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100132,BW-0050132,CONVENTIONAL,2022-08-16,2042-08-16,406215,357638.46,6.392,240,WA,PURCHASE,B,1-2 years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-18,2026-01-21,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100133,BW-0050133,FHA,2024-03-02,2054-03-02,262986,251224.68,10.711,360,FL,PURCHASE,D,10+ years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-14,2025-12-29,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100134,BW-0050149,VA,2025-04-12,2055-04-12,615489,604717.94,9.886,360,RI,REFINANCE_RATE_TERM,D,6-9 years,$200k+,CURRENT,0,Freedom Mortgage Corporation,2026-01-12,2026-01-14,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0100135,BW-0050135,CONVENTIONAL,2024-01-28,2039-01-28,356492,323219.41,7.143,180,OH,PURCHASE,C,6-9 years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-11,2025-12-30,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100136,BW-0050136,CONVENTIONAL,2024-07-11,2054-07-11,230450,222384.25,8.138,360,NH,PURCHASE,C,10+ years,< $40k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-18,2026-01-18,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100137,BW-0050137,CONVENTIONAL,2022-02-14,2052-02-14,526775,478633.62,8.397,360,IL,PURCHASE,C,3-5 years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-10,2025-12-30,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100138,BW-0050138,VA,2022-01-10,2052-01-10,582965,528554.93,6.986,360,OR,PURCHASE,B,< 1 year,$120k-$200k,CURRENT,0,Mr. Cooper Group,2025-12-31,2025-12-22,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0100139,BW-0050139,CONVENTIONAL,2024-03-08,2039-03-08,582536,532696.81,6.846,180,OH,PURCHASE,B,6-9 years,$75k-$120k,LATE_30,56,Freedom Mortgage Corporation,2025-11-26,2026-01-25,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100140,BW-0050140,CONVENTIONAL,2022-02-03,2052-02-03,350464,318435.48,5.431,360,CO,REFINANCE_RATE_TERM,A,10+ years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-18,2025-12-29,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100141,BW-0050141,CONVENTIONAL,2022-05-15,2052-05-15,293229,268141.63,9.596,360,ID,PURCHASE,D,10+ years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-16,2025-12-19,,SERVICING_MSP_CORE
LN-0100142,BW-0050142,CONVENTIONAL,2022-04-01,2052-04-01,642524,585053.8,9.554,360,CO,REFINANCE_CASH_OUT,D,< 1 year,$120k-$200k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-21,2025-12-24,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100143,BW-0050143,VA,2025-04-11,2040-04-11,418373,403729.95,6.841,180,GA,PURCHASE,C,< 1 year,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-08,2025-12-22,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100144,BW-0050144,CONVENTIONAL,2023-11-20,2043-11-20,375054,346612.41,7.436,240,FL,PURCHASE,C,1-2 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-27,2026-01-20,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0100145,BW-0050145,CONVENTIONAL,2025-01-08,2040-01-08,293845,280132.23,13.903,180,NH,PURCHASE,E,< 1 year,< $40k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-14,2026-01-08,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100146,BW-0050146,VA,2024-12-10,2054-12-10,479693,467567.43,6.04,360,AZ,PURCHASE,B,6-9 years,$120k-$200k,CURRENT,0,Chase Home Lending,2026-01-17,2026-01-27,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100147,BW-0050147,JUMBO,2023-03-22,2053-03-22,1771956,1654810.02,7.212,360,HI,PURCHASE,C,10+ years,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2026-01-17,2026-01-14,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100148,BW-0050148,VA,2023-08-10,2043-08-10,210321,192531.35,7.86,240,CA,PURCHASE,C,10+ years,$200k+,LATE_60,69,U.S. Bank Home Mortgage,2024-06-31,2025-12-18,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100149,BW-0050149,CONVENTIONAL,2021-11-21,2041-11-21,261540,223398.75,7.02,240,RI,PURCHASE,C,6-9 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-19,2024-10-14,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100150,BW-0050150,VA,2025-07-12,2040-07-12,206026,201218.73,4.774,180,WV,REFINANCE_RATE_TERM,A,1-2 years,$200k+,CURRENT,169,U.S. Bank Home Mortgage,2026-01-12,2026-01-28,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100151,BW-0050151,FHA,2025-01-05,2045-01-05,377305,364099.33,10.181,240,OH,REFINANCE_RATE_TERM,D,1-2 years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-12,2026-01-12,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100152,BW-0050152,JUMBO,2022-03-09,2037-03-09,1707296,1401879.72,8.388,180,FL,PURCHASE,C,10+ years,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-08,2026-01-04,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0100153,BW-0050153,FHA,2023-05-22,2043-05-22,288365,261450.93,6.407,240,CA,REFINANCE_RATE_TERM,B,1-2 years,< $40k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-13,2026-01-17,VERIFIED,LOS_ENCOMPASS_PROD
LN-0100154,BW-0050154,CONVENTIONAL,2023-03-12,2053-03-12,302321,282334.22,5.84,360,PA,PURCHASE,B,3-5 years,$120k-$200k,LATE_30,44,Wells Fargo Home Mortgage,2025-12-09,2026-01-26,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0100155,BW-0050155,JUMBO,2023-07-12,2038-07-12,856718,756767.57,12.949,180,TX,REFINANCE_RATE_TERM,E,3-5 years,$120k-$200k,LATE_60,73,U.S. Bank Home Mortgage,2025-11-15,2025-12-30,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0100156,BW-0050156,JUMBO,2025-07-05,2045-07-05,1220862,1199496.92,5.39,240,MD,PURCHASE,A,3-5 years,< $40k,LATE_60,72,Freedom Mortgage Corporation,2025-11-20,2025-12-19,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100157,BW-0050157,CONVENTIONAL,2023-01-14,2038-01-14,369418,317699.48,7.224,180,CA,PURCHASE,C,3-5 years,$40k-$75k,LATE_30,51,U.S. Bank Home Mortgage,2025-12-09,2026-01-12,VERIFIED,LOS_ENCOMPASS_PROD
LN-0100158,BW-0050158,VA,2022-07-24,2037-07-24,310858,260084.53,8.488,180,NY,PURCHASE,C,1-2 years,$200k+,CURRENT,0,Freedom Mortgage Corporation,2026-01-14,2025-12-18,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0100159,BW-0050159,CONVENTIONAL,2022-02-28,2037-02-28,451943,369337.86,0,180,AL,REFINANCE_CASH_OUT,D,3-5 years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-13,2026-01-07,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100160,BW-0050160,JUMBO,2023-11-28,2043-11-28,1574125,1454753.85,5.702,240,CA,PURCHASE,A,< 1 year,$120k-$200k,CURRENT,0,Freedom Mortgage Corporation,2026-01-13,2025-12-20,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0100161,BW-0050161,CONVENTIONAL,2024-01-25,2039-01-25,410531,372214.77,6.886,180,SD,PURCHASE,B,1-2 years,$75k-$120k,LATE_30,56,Chase Home Lending,2025-11-29,2025-12-25,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100162,BW-0050162,CONVENTIONAL,2024-09-12,2039-09-12,411543,0,5.781,180,CA,PURCHASE,B,3-5 years,$40k-$75k,PAID_OFF,0,Wells Fargo Home Mortgage,2026-01-31,2026-01-24,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0100163,BW-0050163,CONVENTIONAL,2022-01-25,2052-01-25,199337,180732.21,9.486,360,AZ,PURCHASE,D,1-2 years,$40k-$75k,CURRENT,0,Chase Home Lending,2026-01-03,2025-06-04,VERIFIED,SERVICING_MSP_CORE
LN-0100164,BW-0050164,FHA,2025-03-18,2045-03-18,395782,384238.36,5.528,240,FL,REFINANCE_RATE_TERM,A,10+ years,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2026-01-11,2025-12-22,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0100165,BW-0050165,FHA,2022-02-04,2042-02-04,330298,285019.65,5.809,240,SD,PURCHASE,B,1-2 years,< $40k,LATE_60,89,U.S. Bank Home Mortgage,2025-11-01,2026-01-20,MISSING_DOCS,SERVICING_MSP_CORE
LN-0100166,BW-0050166,CONVENTIONAL,2023-04-10,2038-04-10,616088,537023.37,10.448,180,TX,PURCHASE,D,10+ years,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-18,2026-01-07,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100167,BW-0050167,CONVENTIONAL,2025-02-07,2055-02-07,581118,568688.53,5.397,360,PA,PURCHASE,A,1-2 years,$200k+,LATE_60,84,Mr. Cooper Group,2025-10-26,2026-01-22,VERIFIED,LOS_ENCOMPASS_PROD
LN-0100168,BW-0050168,CONVENTIONAL,2024-08-28,2039-08-28,363655,339613.36,6.899,180,FL,PURCHASE,B,3-5 years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-04,2025-12-20,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100169,BW-0050169,CONVENTIONAL,2024-02-21,2044-02-21,395529,368995.6,9.449,240,WY,REFINANCE_RATE_TERM,D,1-2 years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-02,2026-01-12,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100170,BW-0050170,CONVENTIONAL,2024-06-03,2054-06-03,251019,241257.15,9.035,360,MI,REFINANCE_CASH_OUT,D,3-5 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2025-12-31,2025-12-25,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0100171,BW-0050171,CONVENTIONAL,2024-07-09,2039-07-09,325528,302741.04,6.185,180,AL,PURCHASE,B,3-5 years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-07,2025-12-19,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100172,BW-0050172,CONVENTIONAL,2023-10-26,2038-10-26,360742,322864.09,7.559,180,AZ,PURCHASE,C,1-2 years,$75k-$120k,LATE_30,36,Wells Fargo Home Mortgage,2025-12-23,2025-12-26,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0100173,BW-0050173,CONVENTIONAL,2024-07-06,2054-07-06,529046,510529.39,5.45,360,PA,PURCHASE,A,1-2 years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-22,2026-01-12,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0100174,BW-0050174,CONVENTIONAL,2024-12-29,2039-12-29,473831,449876.21,4.505,180,IL,PURCHASE,A,10+ years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-20,2025-12-31,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100175,BW-0050175,CONVENTIONAL,2021-12-10,2041-12-10,542817,465239.4,5.553,240,OH,PURCHASE,A,10+ years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2025-12-31,2026-01-28,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100176,BW-0050176,CONVENTIONAL,2023-09-15,2038-09-15,567574,505771.5,10.394,180,IA,PURCHASE,D,3-5 years,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-12,2026-01-27,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100177,BW-0050177,FHA,2021-12-23,2041-12-23,283683,243139.97,4.839,240,CA,REFINANCE_RATE_TERM,A,3-5 years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-10,2025-12-25,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0100178,BW-0050178,CONVENTIONAL,2024-05-03,2054-05-03,323131,309936.48,10.034,360,NY,PURCHASE,D,1-2 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-19,2026-01-21,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100179,BW-0050179,CONVENTIONAL,2022-01-19,2037-01-19,410928,334221.44,8.401,180,RI,PURCHASE,C,6-9 years,$40k-$75k,CURRENT,0,Rocket Mortgage Servicing,2026-01-08,2025-12-23,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100180,BW-0050195,CONVENTIONAL,2024-05-14,2054-05-14,516804,496706.07,5.531,360,CA,PURCHASE,A,10+ years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-12,2026-01-06,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0100181,BW-0050181,CONVENTIONAL,2021-11-11,2041-11-11,566637,484002.44,8.279,240,VA,REFINANCE_CASH_OUT,C,1-2 years,$40k-$75k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-10,2026-01-12,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100182,BW-0050182,FHA,2022-03-07,2037-03-07,161891,132930.5,5.578,180,VA,PURCHASE,A,< 1 year,$75k-$120k,CURRENT,0,Freedom Mortgage Corporation,2026-01-13,2026-01-08,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100183,BW-0050183,CONVENTIONAL,2024-01-21,2044-01-21,212569,197689.17,5.583,240,CA,PURCHASE,B,10+ years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-15,2026-01-31,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0100184,BW-0050184,CONVENTIONAL,2022-10-29,2037-10-29,250799,212761.15,8.274,180,NJ,PURCHASE,C,10+ years,$75k-$120k,LATE_30,32,Wells Fargo Home Mortgage,2024-06-31,2025-12-25,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0100185,BW-0050185,CONVENTIONAL,2024-10-15,2044-10-15,445668,426170.03,7.419,240,MT,PURCHASE,C,1-2 years,$120k-$200k,LATE_60,86,Wells Fargo Home Mortgage,2025-10-23,2025-12-25,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0100186,BW-0050186,CONVENTIONAL,2024-07-01,2039-07-01,444115,411299.84,7.98,180,MN,PURCHASE,C,10+ years,< $40k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-16,2026-01-09,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100187,BW-0050187,VA,2024-11-02,2044-11-02,305750,292373.44,6.924,240,MO,PURCHASE,C,< 1 year,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-15,2025-12-23,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100188,BW-0050188,CONVENTIONAL,2023-09-16,2038-09-16,395022,352008.49,5.966,180,WV,PURCHASE,B,6-9 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-04,2026-01-24,,ORIGINATION_PORTAL_V2
LN-0100189,BW-0050189,CONVENTIONAL,2025-03-29,2055-03-29,341077,334444.95,6.695,360,KY,PURCHASE,B,10+ years,$75k-$120k,CURRENT,0,Chase Home Lending,2026-01-09,2026-01-29,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100190,BW-0050190,FHA,2024-08-07,2044-08-07,131628,125101.45,5.782,240,FL,PURCHASE,B,6-9 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-24,2026-01-05,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0100191,BW-0050191,VA,0000-00-00,2038-05-11,202205,177041.71,4.831,180,MA,PURCHASE,A,3-5 years,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-16,2026-01-03,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0100192,BW-0050192,VA,2022-01-04,2037-01-04,414133,336828.17,5.122,180,PA,REFINANCE_RATE_TERM,A,< 1 year,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-16,2026-01-21,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0100193,BW-0050208,JUMBO,2022-06-06,2037-06-06,1397420,1163740.32,5.323,180,WY,REFINANCE_RATE_TERM,A,3-5 years,$200k+,CURRENT,0,Freedom Mortgage Corporation,2026-01-16,2026-01-31,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0100194,BW-0050194,VA,2025-06-09,2040-06-09,546964,532074.42,7.221,180,NY,PURCHASE,C,6-9 years,$120k-$200k,CURRENT,0,Rocket Mortgage Servicing,2026-01-13,2026-01-29,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0100195,BW-0050195,VA,2022-12-11,2052-12-11,308159,285988.67,4.603,360,CA,PURCHASE,A,10+ years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-16,2026-01-29,VERIFIED,SERVICING_MSP_CORE
LN-0100196,BW-0050196,CONVENTIONAL,2025-01-14,2040-01-14,527573,502952.93,7.376,180,NY,PURCHASE,C,3-5 years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-24,2025-12-26,VERIFIED,ORIGINATION_PORTAL_V2
LN-0100197,BW-0050197,JUMBO,2023-07-08,2043-07-08,1270224,1159079.4,8.256,240,NC,PURCHASE,C,< 1 year,$40k-$75k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-16,2026-01-25,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
