loan_id,document_status,promissory_note_vaulted,deed_of_trust_recorded,title_policy_attached,last_custody_audit_date
LN-0101740,MISSING_DOCS,YES,YES,YES,2025-11-11
LN-0101741,PENDING_REVIEW,YES,YES,YES,2025-11-27
LN-0101742,MISSING_DOCS,YES,YES,YES,2025-10-14
LN-0101743,VERIFIED,YES,YES,YES,2026-01-21
LN-0101744,AUDIT_COMPLETE,YES,YES,YES,2025-10-14
LN-0101745,MISSING_DOCS,YES,YES,YES,2025-11-28
LN-0101746,VERIFIED,YES,YES,YES,2026-01-26
LN-0101747,AUDIT_COMPLETE,YES,YES,YES,2026-01-08
LN-0101748,EXCEPTION_NOTED,YES,YES,YES,2025-10-12
LN-0101749,VERIFIED,YES,YES,YES,2025-10-13
LN-0101750,AUDIT_COMPLETE,YES,YES,YES,2025-10-21
LN-0101751,VERIFIED,YES,YES,YES,2026-01-21
LN-0101752,PENDING_REVIEW,YES,YES,YES,2025-11-23
LN-0101753,VERIFIED,YES,YES,YES,2025-12-11
LN-0101754,PENDING_REVIEW,YES,YES,YES,2025-12-04
LN-0101755,VERIFIED,YES,YES,YES,2025-12-09
LN-0101756,PENDING_REVIEW,NO,YES,YES,2026-01-18
LN-0101857,MISSING_DOCS,YES,YES,YES,2025-12-14
LN-0101758,MISSING_DOCS,YES,YES,YES,2025-12-26
LN-0101759,AUDIT_COMPLETE,YES,YES,YES,2025-11-08
LN-0101760,PENDING_REVIEW,YES,YES,YES,2025-11-02
LN-0101761,AUDIT_COMPLETE,NO,YES,YES,2025-12-01
LN-0101762,VERIFIED,YES,YES,YES,2025-10-14
LN-0101763,EXCEPTION_NOTED,YES,YES,YES,2025-12-19
LN-0101764,PENDING_REVIEW,YES,YES,YES,2026-01-23
LN-0101765,PENDING_REVIEW,YES,YES,YES,2025-12-17
LN-0101766,PENDING_REVIEW,YES,YES,YES,2025-12-02
LN-0101767,EXCEPTION_NOTED,YES,YES,YES,2025-10-09
LN-0101768,VERIFIED,YES,NO,YES,2025-12-18
LN-0101769,VERIFIED,YES,YES,YES,2025-11-09
LN-0101770,AUDIT_COMPLETE,YES,YES,YES,2026-01-11
LN-0101771,PENDING_REVIEW,YES,YES,YES,2025-10-18
LN-0101772,MISSING_DOCS,YES,YES,YES,2025-12-06
LN-0101773,PENDING_REVIEW,YES,YES,YES,2025-10-11
LN-0101774,PENDING_REVIEW,YES,YES,YES,2025-10-13
LN-0101775,VERIFIED,YES,YES,YES,2025-11-24
LN-0101776,AUDIT_COMPLETE,YES,YES,YES,2025-10-22
LN-0101777,EXCEPTION_NOTED,YES,YES,YES,2026-01-12
LN-0101778,MISSING_DOCS,YES,YES,YES,2025-11-10
LN-0101779,EXCEPTION_NOTED,YES,YES,YES,2025-12-01
LN-0101780,VERIFIED,YES,YES,YES,2025-10-22
LN-0101781,VERIFIED,YES,YES,YES,2025-11-14
LN-0101782,VERIFIED,YES,YES,YES,2026-01-14
LN-0101783,AUDIT_COMPLETE,YES,YES,NO,2026-01-09
LN-0101784,VERIFIED,YES,YES,YES,2026-01-15
LN-0101785,VERIFIED,YES,YES,YES,2026-01-04
LN-0101786,AUDIT_COMPLETE,YES,YES,NO,2025-12-23
LN-0101787,AUDIT_COMPLETE,YES,YES,YES,2025-11-23
LN-0101788,AUDIT_COMPLETE,YES,YES,YES,2026-01-17
LN-0101789,EXCEPTION_NOTED,NO,YES,YES,2025-11-03
LN-0101790,EXCEPTION_NOTED,YES,YES,YES,2025-10-20
LN-0101791,MISSING_DOCS,YES,YES,YES,2025-12-27
LN-0101792,VERIFIED,YES,YES,YES,2025-12-10
LN-0101793,AUDIT_COMPLETE,YES,YES,YES,2025-11-29
LN-0101794,PENDING_REVIEW,YES,YES,YES,2026-01-16
LN-0101795,EXCEPTION_NOTED,YES,YES,YES,2026-01-12
LN-0101796,EXCEPTION_NOTED,YES,YES,YES,2026-01-27
LN-0101797,EXCEPTION_NOTED,YES,YES,YES,2026-01-17
LN-0101798,AUDIT_COMPLETE,YES,YES,YES,2025-10-04
LN-0101799,AUDIT_COMPLETE,YES,YES,YES,2026-01-24
LN-0101800,MISSING_DOCS,YES,YES,YES,2025-12-07
LN-0101801,PENDING_REVIEW,YES,YES,YES,2025-11-17
LN-0101802,PENDING_REVIEW,YES,YES,YES,2025-12-25
LN-0101803,AUDIT_COMPLETE,YES,YES,YES,2025-10-10
LN-0101804,PENDING_REVIEW,YES,YES,NO,2025-10-23
LN-0101805,AUDIT_COMPLETE,YES,YES,YES,2026-01-02
LN-0101806,EXCEPTION_NOTED,NO,YES,YES,2025-12-08
LN-0101807,PENDING_REVIEW,YES,YES,NO,2025-10-25
LN-0101808,AUDIT_COMPLETE,YES,YES,YES,2025-10-17
LN-0101809,MISSING_DOCS,YES,YES,YES,2025-11-13
LN-0101810,EXCEPTION_NOTED,YES,YES,YES,2025-10-27
LN-0101811,MISSING_DOCS,YES,YES,YES,2025-11-17
LN-0101812,AUDIT_COMPLETE,YES,YES,YES,2025-12-05
LN-0101813,AUDIT_COMPLETE,NO,YES,YES,2025-10-27
LN-0101814,PENDING_REVIEW,YES,YES,YES,2025-10-28
LN-0101815,VERIFIED,YES,YES,YES,2025-12-25
LN-0101816,AUDIT_COMPLETE,YES,YES,YES,2025-11-02
LN-0101817,AUDIT_COMPLETE,YES,YES,YES,2025-10-11
LN-0101818,EXCEPTION_NOTED,YES,YES,YES,2025-11-27
LN-0101819,VERIFIED,YES,YES,YES,2025-10-09
LN-0101820,AUDIT_COMPLETE,NO,YES,YES,2025-12-22
LN-0101822,VERIFIED,YES,YES,YES,2025-10-12
LN-0101823,AUDIT_COMPLETE,YES,YES,YES,2025-12-12
LN-0101824,AUDIT_COMPLETE,YES,YES,YES,2025-11-04
LN-0101825,EXCEPTION_NOTED,YES,NO,YES,2025-11-28
LN-0101826,PENDING_REVIEW,YES,YES,YES,2025-11-24
LN-0101827,PENDING_REVIEW,YES,YES,YES,2025-12-04
LN-0101829,AUDIT_COMPLETE,YES,YES,YES,2025-12-15
LN-0101830,EXCEPTION_NOTED,YES,YES,YES,2025-10-27
LN-0101831,MISSING_DOCS,YES,YES,YES,2025-12-01
LN-0101833,EXCEPTION_NOTED,YES,YES,YES,2025-11-27
LN-0101834,AUDIT_COMPLETE,YES,YES,YES,2025-11-15
LN-0101835,AUDIT_COMPLETE,YES,YES,YES,2025-12-14
LN-0101836,PENDING_REVIEW,YES,YES,YES,2025-12-26
LN-0101837,VERIFIED,YES,YES,YES,2025-11-09
LN-0101838,MISSING_DOCS,YES,YES,YES,2025-10-28
LN-0101839,PENDING_REVIEW,YES,YES,YES,2026-01-02
LN-0101840,MISSING_DOCS,YES,YES,YES,2025-12-15
LN-0101841,AUDIT_COMPLETE,YES,YES,YES,2026-01-03
LN-0101842,MISSING_DOCS,YES,YES,YES,2025-11-01
LN-0101843,VERIFIED,YES,YES,YES,2026-01-16
LN-0101844,VERIFIED,YES,YES,YES,2025-10-31
LN-0101845,AUDIT_COMPLETE,YES,YES,YES,2026-01-16
LN-0101846,MISSING_DOCS,YES,YES,YES,2025-11-13
LN-0101847,AUDIT_COMPLETE,YES,YES,YES,2025-11-22
LN-0101848,VERIFIED,YES,YES,YES,2026-01-03
LN-0101849,PENDING_REVIEW,YES,YES,YES,2025-11-06
LN-0101850,MISSING_DOCS,YES,YES,YES,2025-10-11
LN-0101851,MISSING_DOCS,YES,YES,YES,2025-11-19
LN-0101853,PENDING_REVIEW,YES,YES,YES,2025-11-28
LN-0101854,EXCEPTION_NOTED,YES,YES,YES,2026-01-23
LN-0101855,AUDIT_COMPLETE,YES,YES,YES,2026-01-18
LN-0101856,EXCEPTION_NOTED,YES,YES,NO,2025-11-13
LN-0101857,MISSING_DOCS,YES,YES,YES,2025-12-27
LN-0101858,PENDING_REVIEW,YES,YES,YES,2025-12-14
LN-0101859,VERIFIED,YES,YES,YES,2025-12-27
LN-0101860,VERIFIED,YES,YES,YES,2025-11-04
LN-0101861,VERIFIED,YES,YES,YES,2025-12-27
LN-0101862,VERIFIED,YES,YES,YES,2026-01-21
LN-0101863,EXCEPTION_NOTED,NO,YES,YES,2025-12-16
LN-0101864,EXCEPTION_NOTED,YES,YES,YES,2026-01-03
LN-0101865,MISSING_DOCS,YES,YES,YES,2025-11-28
LN-0101866,EXCEPTION_NOTED,YES,YES,NO,2025-10-04
LN-0101867,EXCEPTION_NOTED,YES,YES,YES,2025-11-07
LN-0101868,PENDING_REVIEW,YES,YES,YES,2025-11-09
LN-0101869,PENDING_REVIEW,YES,YES,YES,2026-01-21
LN-0101870,VERIFIED,YES,YES,YES,2026-01-26
LN-0101871,PENDING_REVIEW,YES,YES,YES,2025-11-03
LN-0101872,MISSING_DOCS,YES,YES,YES,2025-12-25
LN-0101873,MISSING_DOCS,YES,YES,YES,2025-11-30
LN-0101974,MISSING_DOCS,YES,YES,YES,2025-11-27
LN-0101875,AUDIT_COMPLETE,YES,YES,YES,2025-10-08
LN-0101876,PENDING_REVIEW,YES,YES,YES,2026-01-15
LN-0101877,PENDING_REVIEW,YES,YES,YES,2026-01-02
LN-0101878,EXCEPTION_NOTED,YES,YES,YES,2025-10-12
LN-0101879,EXCEPTION_NOTED,YES,YES,YES,2025-12-25
LN-0101880,VERIFIED,YES,YES,YES,2025-11-19
LN-0101881,VERIFIED,YES,YES,YES,2026-01-01
LN-0101882,AUDIT_COMPLETE,YES,YES,NO,2025-10-22
LN-0101883,MISSING_DOCS,YES,YES,YES,2025-10-09
LN-0101884,MISSING_DOCS,YES,YES,YES,2025-12-27
LN-0101886,EXCEPTION_NOTED,YES,YES,YES,2026-01-17
LN-0101887,PENDING_REVIEW,YES,YES,YES,2025-11-24
LN-0101888,VERIFIED,YES,YES,YES,2025-12-01
LN-0101889,AUDIT_COMPLETE,NO,YES,YES,2025-12-16
LN-0101890,PENDING_REVIEW,YES,YES,YES,2025-11-30
LN-0101891,VERIFIED,YES,YES,YES,2025-10-06
LN-0101892,PENDING_REVIEW,YES,YES,YES,2026-01-14
LN-0101893,PENDING_REVIEW,YES,YES,YES,2025-10-30
LN-0101894,EXCEPTION_NOTED,YES,YES,YES,2026-01-08
LN-0101895,PENDING_REVIEW,YES,YES,YES,2025-12-06
LN-0101897,EXCEPTION_NOTED,YES,YES,YES,2025-10-27
LN-0101898,EXCEPTION_NOTED,YES,YES,YES,2025-12-12
LN-0101899,MISSING_DOCS,YES,YES,YES,2025-12-08
LN-0101900,VERIFIED,YES,YES,YES,2025-10-31
LN-0101901,AUDIT_COMPLETE,YES,YES,YES,2025-12-08
LN-0101902,VERIFIED,YES,YES,YES,2025-12-31
LN-0101903,AUDIT_COMPLETE,YES,YES,YES,2025-12-28
LN-0101904,AUDIT_COMPLETE,NO,YES,YES,2025-11-08
LN-0101905,MISSING_DOCS,YES,YES,YES,2025-10-12
LN-0101906,VERIFIED,YES,YES,YES,2025-10-28
LN-0101907,VERIFIED,YES,YES,YES,2026-01-26
LN-0101908,EXCEPTION_NOTED,YES,YES,YES,2025-11-19
LN-0101909,EXCEPTION_NOTED,YES,YES,YES,2025-12-17
LN-0101910,VERIFIED,YES,YES,YES,2025-12-14
LN-0101911,MISSING_DOCS,YES,YES,YES,2025-12-22
LN-0101912,EXCEPTION_NOTED,YES,YES,NO,2025-12-24
LN-0101913,PENDING_REVIEW,YES,YES,YES,2025-12-31
LN-0101914,VERIFIED,YES,YES,YES,2025-10-13
LN-0101915,AUDIT_COMPLETE,YES,YES,YES,2025-11-12
LN-0101916,EXCEPTION_NOTED,YES,YES,YES,2026-01-07
LN-0101917,VERIFIED,YES,YES,YES,2025-10-23
LN-0101918,EXCEPTION_NOTED,YES,YES,YES,2025-10-25
LN-0101919,MISSING_DOCS,YES,YES,YES,2025-10-18
LN-0101920,VERIFIED,YES,YES,YES,2025-11-14
LN-0101921,EXCEPTION_NOTED,YES,YES,YES,2025-11-22
LN-0101923,PENDING_REVIEW,YES,YES,YES,2025-12-02
LN-0101924,VERIFIED,YES,YES,YES,2026-01-12
LN-0101925,VERIFIED,YES,YES,YES,2025-12-18
LN-0101926,MISSING_DOCS,YES,YES,YES,2026-01-11
LN-0101927,PENDING_REVIEW,YES,YES,YES,2025-11-08
LN-0101928,PENDING_REVIEW,YES,YES,YES,2026-01-14
LN-0101929,EXCEPTION_NOTED,YES,YES,YES,2026-01-06
LN-0101930,EXCEPTION_NOTED,YES,YES,YES,2025-10-23
LN-0101931,PENDING_REVIEW,YES,YES,YES,2026-01-05
LN-0101933,EXCEPTION_NOTED,YES,YES,YES,2025-12-15
LN-0101934,VERIFIED,YES,YES,YES,2025-11-22
LN-0101935,AUDIT_COMPLETE,YES,YES,YES,2025-10-23
LN-0101936,VERIFIED,YES,YES,YES,2026-01-27
LN-0101937,AUDIT_COMPLETE,YES,NO,YES,2025-10-17
LN-0101938,EXCEPTION_NOTED,YES,YES,YES,2025-10-08
LN-0101939,MISSING_DOCS,YES,YES,YES,2025-10-24
LN-0101940,VERIFIED,YES,YES,YES,2025-11-09
LN-0101941,MISSING_DOCS,YES,YES,YES,2025-11-07
LN-0101943,EXCEPTION_NOTED,YES,YES,YES,2025-12-24
LN-0101944,EXCEPTION_NOTED,NO,YES,YES,2026-01-01
LN-0101945,MISSING_DOCS,YES,YES,YES,2026-01-08
LN-0101946,VERIFIED,YES,YES,YES,2026-01-18
LN-0101947,PENDING_REVIEW,YES,YES,YES,2025-12-09
LN-0101948,PENDING_REVIEW,YES,YES,YES,2025-11-29
LN-0101949,MISSING_DOCS,NO,YES,YES,2025-10-31
LN-0101950,MISSING_DOCS,YES,YES,YES,2026-01-06
LN-0101951,PENDING_REVIEW,YES,YES,YES,2025-11-10
LN-0101952,VERIFIED,YES,YES,YES,2025-11-29
LN-0101953,EXCEPTION_NOTED,YES,NO,YES,2026-01-12
LN-0101954,MISSING_DOCS,NO,YES,YES,2026-01-26
LN-0101955,VERIFIED,NO,YES,YES,2025-11-29
LN-0100057,PENDING_REVIEW,NO,YES,YES,2025-10-18
LN-0101958,AUDIT_COMPLETE,YES,YES,YES,2025-12-21
LN-0101959,MISSING_DOCS,YES,YES,YES,2025-12-26
LN-0101960,EXCEPTION_NOTED,YES,YES,NO,2026-01-10
LN-0101961,MISSING_DOCS,YES,YES,YES,2026-01-05
LN-0101962,EXCEPTION_NOTED,YES,YES,YES,2025-12-08
LN-0101963,EXCEPTION_NOTED,YES,YES,YES,2026-01-02
LN-0101964,VERIFIED,YES,YES,YES,2025-12-03
LN-0101965,EXCEPTION_NOTED,YES,YES,YES,2025-11-07
LN-0101966,MISSING_DOCS,YES,YES,YES,2025-12-25
LN-0101967,AUDIT_COMPLETE,YES,YES,YES,2025-10-23
LN-0101968,AUDIT_COMPLETE,YES,YES,YES,2025-10-11
LN-0101969,MISSING_DOCS,YES,YES,YES,2025-11-06
LN-0101970,VERIFIED,YES,YES,YES,2025-10-29
LN-0101971,VERIFIED,NO,YES,YES,2025-10-15
LN-0101972,PENDING_REVIEW,YES,YES,YES,2025-11-10
LN-0101973,VERIFIED,YES,YES,YES,2025-11-26
LN-0101974,VERIFIED,YES,YES,YES,2025-12-18
LN-0101975,EXCEPTION_NOTED,YES,YES,YES,2025-12-24
LN-0101976,EXCEPTION_NOTED,YES,YES,YES,2025-12-29
LN-0101978,VERIFIED,YES,YES,YES,2025-10-15
LN-0101979,MISSING_DOCS,YES,YES,YES,2026-01-15
LN-0101980,EXCEPTION_NOTED,YES,YES,YES,2025-10-26
LN-0101981,VERIFIED,NO,YES,YES,2025-12-29
LN-0101983,EXCEPTION_NOTED,YES,YES,YES,2025-12-19
LN-0101984,MISSING_DOCS,YES,NO,YES,2025-10-15
LN-0101985,PENDING_REVIEW,YES,YES,YES,2025-12-31
LN-0101986,MISSING_DOCS,YES,YES,YES,2025-11-27
LN-0101987,PENDING_REVIEW,YES,YES,YES,2025-11-03
LN-0101988,MISSING_DOCS,YES,YES,YES,2026-01-07
LN-0101989,VERIFIED,YES,YES,YES,2025-10-06
LN-0101990,EXCEPTION_NOTED,YES,YES,YES,2025-12-02
LN-0101991,PENDING_REVIEW,YES,YES,YES,2025-11-16
LN-0101992,PENDING_REVIEW,YES,YES,YES,2025-10-31
LN-0101993,VERIFIED,YES,YES,YES,2025-10-31
LN-0101994,MISSING_DOCS,YES,YES,YES,2026-01-23
LN-0101995,VERIFIED,YES,YES,YES,2025-11-14
LN-0101996,EXCEPTION_NOTED,YES,YES,YES,2025-11-28
LN-0101997,PENDING_REVIEW,YES,YES,YES,2025-10-24
LN-0101998,PENDING_REVIEW,YES,YES,YES,2025-11-03
LN-0101999,PENDING_REVIEW,YES,YES,YES,2026-01-13
LN-0102000,PENDING_REVIEW,YES,YES,YES,2025-11-22
